"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value","R#","Region"
"Franklin School District",NA,"2010-2011","Expulsion","Sanctions","Number",-6666,3,"Eastern"
"Franklin School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",-6666,3,"Eastern"
"Franklin School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Franklin School District",NA,"2011-2012","Expulsion","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Franklin School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2012-2013","Expulsion","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",11,3,"Eastern"
"Franklin School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2013-2014","Expulsion","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",11,3,"Eastern"
"Franklin School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2014-2015","Expulsion","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Franklin School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",-9999,3,"Eastern"
"Franklin School District",NA,"2015-2016","Expulsion","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Franklin School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",7,3,"Eastern"
"Franklin School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",10,3,"Eastern"
"Franklin School District",NA,"2016-2017","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Franklin School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Glastonbury School District",900331240,"2009-2010","In-School Suspension","Sanctions","Number",57,4,"North Central"
"Glastonbury School District",900331240,"2009-2010","Out-of-School Suspension","Sanctions","Number",182,4,"North Central"
"Glastonbury School District",900331240,"2009-2010","Expulsion","Sanctions","Number",9,4,"North Central"
"Glastonbury School District",900331240,"2009-2010","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Glastonbury School District",900331240,"2010-2011","In-School Suspension","Sanctions","Number",133,4,"North Central"
"Glastonbury School District",900331240,"2010-2011","Out-of-School Suspension","Sanctions","Number",39,4,"North Central"
"Glastonbury School District",900331240,"2010-2011","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Glastonbury School District",900331240,"2010-2011","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Glastonbury School District",900331240,"2011-2012","In-School Suspension","Sanctions","Number",163,4,"North Central"
"Glastonbury School District",900331240,"2011-2012","Out-of-School Suspension","Sanctions","Number",39,4,"North Central"
"Glastonbury School District",900331240,"2011-2012","Expulsion","Sanctions","Number",14,4,"North Central"
"Glastonbury School District",900331240,"2011-2012","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Glastonbury School District",900331240,"2012-2013","In-School Suspension","Sanctions","Number",129,4,"North Central"
"Glastonbury School District",900331240,"2012-2013","Out-of-School Suspension","Sanctions","Number",44,4,"North Central"
"Glastonbury School District",900331240,"2012-2013","Expulsion","Sanctions","Number",6,4,"North Central"
"Glastonbury School District",900331240,"2012-2013","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Glastonbury School District",900331240,"2013-2014","In-School Suspension","Sanctions","Number",160,4,"North Central"
"Glastonbury School District",900331240,"2013-2014","Out-of-School Suspension","Sanctions","Number",56,4,"North Central"
"Glastonbury School District",900331240,"2013-2014","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Glastonbury School District",900331240,"2013-2014","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Glastonbury School District",900331240,"2014-2015","In-School Suspension","Sanctions","Number",128,4,"North Central"
"Glastonbury School District",900331240,"2014-2015","Out-of-School Suspension","Sanctions","Number",24,4,"North Central"
"Glastonbury School District",900331240,"2014-2015","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Glastonbury School District",900331240,"2014-2015","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Glastonbury School District",900331240,"2015-2016","In-School Suspension","Sanctions","Number",96,4,"North Central"
"Glastonbury School District",900331240,"2015-2016","Out-of-School Suspension","Sanctions","Number",24,4,"North Central"
"Glastonbury School District",900331240,"2015-2016","Expulsion","Sanctions","Number",0,4,"North Central"
"Glastonbury School District",900331240,"2015-2016","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Glastonbury School District",900331240,"2016-2017","In-School Suspension","Sanctions","Number",168,4,"North Central"
"Glastonbury School District",900331240,"2016-2017","Out-of-School Suspension","Sanctions","Number",32,4,"North Central"
"Glastonbury School District",900331240,"2016-2017","Expulsion","Sanctions","Number",0,4,"North Central"
"Glastonbury School District",900331240,"2016-2017","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2009-2010","In-School Suspension","Sanctions","Number",67,4,"North Central"
"Granby School District",900332640,"2009-2010","Out-of-School Suspension","Sanctions","Number",9,4,"North Central"
"Granby School District",900332640,"2009-2010","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2009-2010","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Granby School District",900332640,"2010-2011","In-School Suspension","Sanctions","Number",91,4,"North Central"
"Granby School District",900332640,"2010-2011","Out-of-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2010-2011","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2010-2011","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Granby School District",900332640,"2011-2012","In-School Suspension","Sanctions","Number",72,4,"North Central"
"Granby School District",900332640,"2011-2012","Out-of-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2011-2012","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2011-2012","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2012-2013","In-School Suspension","Sanctions","Number",52,4,"North Central"
"Granby School District",900332640,"2012-2013","Out-of-School Suspension","Sanctions","Number",12,4,"North Central"
"Granby School District",900332640,"2012-2013","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2012-2013","Bus Suspension","Sanctions","Number",11,4,"North Central"
"Granby School District",900332640,"2013-2014","In-School Suspension","Sanctions","Number",63,4,"North Central"
"Granby School District",900332640,"2013-2014","Out-of-School Suspension","Sanctions","Number",14,4,"North Central"
"Granby School District",900332640,"2013-2014","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2013-2014","Bus Suspension","Sanctions","Number",7,4,"North Central"
"Granby School District",900332640,"2014-2015","In-School Suspension","Sanctions","Number",78,4,"North Central"
"Granby School District",900332640,"2014-2015","Out-of-School Suspension","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2014-2015","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2014-2015","Bus Suspension","Sanctions","Number",7,4,"North Central"
"Granby School District",900332640,"2015-2016","In-School Suspension","Sanctions","Number",102,4,"North Central"
"Granby School District",900332640,"2015-2016","Out-of-School Suspension","Sanctions","Number",11,4,"North Central"
"Granby School District",900332640,"2015-2016","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2015-2016","Bus Suspension","Sanctions","Number",8,4,"North Central"
"Granby School District",900332640,"2016-2017","In-School Suspension","Sanctions","Number",106,4,"North Central"
"Granby School District",900332640,"2016-2017","Out-of-School Suspension","Sanctions","Number",14,4,"North Central"
"Granby School District",900332640,"2016-2017","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Granby School District",900332640,"2016-2017","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Great Oaks Charter School Bridgeport",NA,"2009-2010","In-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2009-2010","Expulsion","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2009-2010","Bus Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2010-2011","In-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2010-2011","Expulsion","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2010-2011","Bus Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2011-2012","In-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2011-2012","Expulsion","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2011-2012","Bus Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2012-2013","In-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2012-2013","Expulsion","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2012-2013","Bus Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2013-2014","In-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2013-2014","Expulsion","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2013-2014","Bus Suspension","Sanctions","Number",-6666,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2014-2015","In-School Suspension","Sanctions","Number",29,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",125,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2014-2015","Expulsion","Sanctions","Number",0,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2014-2015","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2015-2016","In-School Suspension","Sanctions","Number",101,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",99,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2015-2016","Expulsion","Sanctions","Number",0,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2015-2016","Bus Suspension","Sanctions","Number",39,1,"Southwest"
"Great Oaks Charter School Bridgeport",NA,"2016-2017","In-School Suspension","Sanctions","Number",130,1,"Southwest"
