"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value"
"Thompson School District",901575870,"2013-2014","Bus Suspension","Sanctions","Number",10
"Thompson School District",901575870,"2014-2015","In-School Suspension","Sanctions","Number",55
"Thompson School District",901575870,"2014-2015","Out-of-School Suspension","Sanctions","Number",45
"Thompson School District",901575870,"2014-2015","Expulsion","Sanctions","Number",0
"Thompson School District",901575870,"2014-2015","Bus Suspension","Sanctions","Number",8
"Thompson School District",901575870,"2015-2016","In-School Suspension","Sanctions","Number",94
"Thompson School District",901575870,"2015-2016","Out-of-School Suspension","Sanctions","Number",110
"Thompson School District",901575870,"2015-2016","Expulsion","Sanctions","Number",0
"Thompson School District",901575870,"2015-2016","Bus Suspension","Sanctions","Number",0
"Thompson School District",901575870,"2016-2017","In-School Suspension","Sanctions","Number",126
"Thompson School District",901575870,"2016-2017","Out-of-School Suspension","Sanctions","Number",57
"Thompson School District",901575870,"2016-2017","Expulsion","Sanctions","Number",-9999
"Thompson School District",901575870,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Tolland School District",901376290,"2009-2010","In-School Suspension","Sanctions","Number",184
"Tolland School District",901376290,"2009-2010","Out-of-School Suspension","Sanctions","Number",66
"Tolland School District",901376290,"2009-2010","Expulsion","Sanctions","Number",0
"Tolland School District",901376290,"2009-2010","Bus Suspension","Sanctions","Number",6
"Tolland School District",901376290,"2010-2011","In-School Suspension","Sanctions","Number",272
"Tolland School District",901376290,"2010-2011","Out-of-School Suspension","Sanctions","Number",58
"Tolland School District",901376290,"2010-2011","Expulsion","Sanctions","Number",-9999
"Tolland School District",901376290,"2010-2011","Bus Suspension","Sanctions","Number",-9999
"Tolland School District",901376290,"2011-2012","In-School Suspension","Sanctions","Number",138
"Tolland School District",901376290,"2011-2012","Out-of-School Suspension","Sanctions","Number",31
"Tolland School District",901376290,"2011-2012","Expulsion","Sanctions","Number",8
"Tolland School District",901376290,"2011-2012","Bus Suspension","Sanctions","Number",0
"Tolland School District",901376290,"2012-2013","In-School Suspension","Sanctions","Number",214
"Tolland School District",901376290,"2012-2013","Out-of-School Suspension","Sanctions","Number",38
"Tolland School District",901376290,"2012-2013","Expulsion","Sanctions","Number",-9999
"Tolland School District",901376290,"2012-2013","Bus Suspension","Sanctions","Number",-9999
"Tolland School District",901376290,"2013-2014","In-School Suspension","Sanctions","Number",124
"Tolland School District",901376290,"2013-2014","Out-of-School Suspension","Sanctions","Number",34
"Tolland School District",901376290,"2013-2014","Expulsion","Sanctions","Number",-9999
"Tolland School District",901376290,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Tolland School District",901376290,"2014-2015","In-School Suspension","Sanctions","Number",77
"Tolland School District",901376290,"2014-2015","Out-of-School Suspension","Sanctions","Number",13
"Tolland School District",901376290,"2014-2015","Expulsion","Sanctions","Number",-9999
"Tolland School District",901376290,"2014-2015","Bus Suspension","Sanctions","Number",0
"Tolland School District",901376290,"2015-2016","In-School Suspension","Sanctions","Number",123
"Tolland School District",901376290,"2015-2016","Out-of-School Suspension","Sanctions","Number",22
"Tolland School District",901376290,"2015-2016","Expulsion","Sanctions","Number",12
"Tolland School District",901376290,"2015-2016","Bus Suspension","Sanctions","Number",0
"Tolland School District",901376290,"2016-2017","In-School Suspension","Sanctions","Number",157
"Tolland School District",901376290,"2016-2017","Out-of-School Suspension","Sanctions","Number",12
"Tolland School District",901376290,"2016-2017","Expulsion","Sanctions","Number",0
"Tolland School District",901376290,"2016-2017","Bus Suspension","Sanctions","Number",0
"Torrington School District",900576570,"2009-2010","In-School Suspension","Sanctions","Number",559
"Torrington School District",900576570,"2009-2010","Out-of-School Suspension","Sanctions","Number",336
"Torrington School District",900576570,"2009-2010","Expulsion","Sanctions","Number",-9999
"Torrington School District",900576570,"2009-2010","Bus Suspension","Sanctions","Number",15
"Torrington School District",900576570,"2010-2011","In-School Suspension","Sanctions","Number",681
"Torrington School District",900576570,"2010-2011","Out-of-School Suspension","Sanctions","Number",347
"Torrington School District",900576570,"2010-2011","Expulsion","Sanctions","Number",-9999
"Torrington School District",900576570,"2010-2011","Bus Suspension","Sanctions","Number",-9999
"Torrington School District",900576570,"2011-2012","In-School Suspension","Sanctions","Number",841
"Torrington School District",900576570,"2011-2012","Out-of-School Suspension","Sanctions","Number",388
"Torrington School District",900576570,"2011-2012","Expulsion","Sanctions","Number",13
"Torrington School District",900576570,"2011-2012","Bus Suspension","Sanctions","Number",23
"Torrington School District",900576570,"2012-2013","In-School Suspension","Sanctions","Number",602
"Torrington School District",900576570,"2012-2013","Out-of-School Suspension","Sanctions","Number",307
"Torrington School District",900576570,"2012-2013","Expulsion","Sanctions","Number",7
"Torrington School District",900576570,"2012-2013","Bus Suspension","Sanctions","Number",28
"Torrington School District",900576570,"2013-2014","In-School Suspension","Sanctions","Number",571
"Torrington School District",900576570,"2013-2014","Out-of-School Suspension","Sanctions","Number",271
"Torrington School District",900576570,"2013-2014","Expulsion","Sanctions","Number",20
"Torrington School District",900576570,"2013-2014","Bus Suspension","Sanctions","Number",24
"Torrington School District",900576570,"2014-2015","In-School Suspension","Sanctions","Number",385
"Torrington School District",900576570,"2014-2015","Out-of-School Suspension","Sanctions","Number",258
"Torrington School District",900576570,"2014-2015","Expulsion","Sanctions","Number",6
"Torrington School District",900576570,"2014-2015","Bus Suspension","Sanctions","Number",22
"Torrington School District",900576570,"2015-2016","In-School Suspension","Sanctions","Number",514
"Torrington School District",900576570,"2015-2016","Out-of-School Suspension","Sanctions","Number",241
"Torrington School District",900576570,"2015-2016","Expulsion","Sanctions","Number",10
"Torrington School District",900576570,"2015-2016","Bus Suspension","Sanctions","Number",31
"Torrington School District",900576570,"2016-2017","In-School Suspension","Sanctions","Number",353
"Torrington School District",900576570,"2016-2017","Out-of-School Suspension","Sanctions","Number",281
"Torrington School District",900576570,"2016-2017","Expulsion","Sanctions","Number",8
"Torrington School District",900576570,"2016-2017","Bus Suspension","Sanctions","Number",13
"Trailblazers Academy District",NA,"2009-2010","In-School Suspension","Sanctions","Number",0
"Trailblazers Academy District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-9999
"Trailblazers Academy District",NA,"2009-2010","Expulsion","Sanctions","Number",0
"Trailblazers Academy District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0
"Trailblazers Academy District",NA,"2010-2011","In-School Suspension","Sanctions","Number",7
"Trailblazers Academy District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-9999
"Trailblazers Academy District",NA,"2010-2011","Expulsion","Sanctions","Number",0
"Trailblazers Academy District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0
"Trailblazers Academy District",NA,"2011-2012","In-School Suspension","Sanctions","Number",-9999
"Trailblazers Academy District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-9999
"Trailblazers Academy District",NA,"2011-2012","Expulsion","Sanctions","Number",0
"Trailblazers Academy District",NA,"2011-2012","Bus Suspension","Sanctions","Number",-9999
"Trailblazers Academy District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-9999
"Trailblazers Academy District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",6
"Trailblazers Academy District",NA,"2012-2013","Expulsion","Sanctions","Number",0
"Trailblazers Academy District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0
"Trailblazers Academy District",NA,"2013-2014","In-School Suspension","Sanctions","Number",9
"Trailblazers Academy District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",17
"Trailblazers Academy District",NA,"2013-2014","Expulsion","Sanctions","Number",0
"Trailblazers Academy District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0
"Trailblazers Academy District",NA,"2014-2015","In-School Suspension","Sanctions","Number",0
"Trailblazers Academy District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",25
"Trailblazers Academy District",NA,"2014-2015","Expulsion","Sanctions","Number",0
"Trailblazers Academy District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Trailblazers Academy District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999
"Trailblazers Academy District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",70
"Trailblazers Academy District",NA,"2015-2016","Expulsion","Sanctions","Number",0
"Trailblazers Academy District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0
"Trailblazers Academy District",NA,"2016-2017","In-School Suspension","Sanctions","Number",67
"Trailblazers Academy District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",35
"Trailblazers Academy District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"Trailblazers Academy District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0
"Trumbull School District",900177200,"2009-2010","In-School Suspension","Sanctions","Number",52
"Trumbull School District",900177200,"2009-2010","Out-of-School Suspension","Sanctions","Number",136
"Trumbull School District",900177200,"2009-2010","Expulsion","Sanctions","Number",15
"Trumbull School District",900177200,"2009-2010","Bus Suspension","Sanctions","Number",-9999
"Trumbull School District",900177200,"2010-2011","In-School Suspension","Sanctions","Number",72
"Trumbull School District",900177200,"2010-2011","Out-of-School Suspension","Sanctions","Number",92
"Trumbull School District",900177200,"2010-2011","Expulsion","Sanctions","Number",17
"Trumbull School District",900177200,"2010-2011","Bus Suspension","Sanctions","Number",0
"Trumbull School District",900177200,"2011-2012","In-School Suspension","Sanctions","Number",80
"Trumbull School District",900177200,"2011-2012","Out-of-School Suspension","Sanctions","Number",100
"Trumbull School District",900177200,"2011-2012","Expulsion","Sanctions","Number",11
"Trumbull School District",900177200,"2011-2012","Bus Suspension","Sanctions","Number",0
"Trumbull School District",900177200,"2012-2013","In-School Suspension","Sanctions","Number",97
"Trumbull School District",900177200,"2012-2013","Out-of-School Suspension","Sanctions","Number",87
"Trumbull School District",900177200,"2012-2013","Expulsion","Sanctions","Number",12
"Trumbull School District",900177200,"2012-2013","Bus Suspension","Sanctions","Number",-9999
"Trumbull School District",900177200,"2013-2014","In-School Suspension","Sanctions","Number",101
"Trumbull School District",900177200,"2013-2014","Out-of-School Suspension","Sanctions","Number",59
"Trumbull School District",900177200,"2013-2014","Expulsion","Sanctions","Number",-9999
"Trumbull School District",900177200,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Trumbull School District",900177200,"2014-2015","In-School Suspension","Sanctions","Number",82
"Trumbull School District",900177200,"2014-2015","Out-of-School Suspension","Sanctions","Number",55
"Trumbull School District",900177200,"2014-2015","Expulsion","Sanctions","Number",-9999
